FID;ID;ID_BD;ID_CODIGO;ID_MOD;FECHA_ALTA;ALTITUD;COD_IATA;COD_ICAO;COMPE_0615;TEN_T;TIPO_0615;ETIQUETA
170;479;0;0615P;0;20120323000000;0; ; ;02;01;03;Helipuerto
171;480;0;0615P;0;20120327000000;0; ; ;02;01;03;Helipuerto
172;481;0;0615P;0;20120315000000;0; ; ;02;01;03;Helipuerto
173;482;0;0615P;0;20120327000000;0; ; ;02;01;03;Helipuerto
174;483;0;0615P;0;20130323000000;531; ; ;02;01;02;Aeródromo de Fuente Obejuna
175;484;0;0615P;0;20130416000000;153; ; ;02;01;02;Pista de Aeromodelismo
176;485;0;0615P;0;20130323000000;130; ; ;02;01;02;Aeródromo de Palma del Río
177;486;0;0615P;0;20130509000000;719; ; ;02;01;02;Aeródromo de La Zarca-Espiel (pista forestal)
178;487;0;0615P;0;20130215000000;42; ;LEJU;02;01;02;Aeródromo de La Juliana
179;488;0;0615P;0;20140821085450;24;SVQ;LEZL;01;03;01;Aeropuerto de Sevilla
180;490;0;0615P;0;20130215000000;587; ;LEGC;02;01;02;Aeródromo de Altarejos-Guadalcana
181;491;0;0615P;0;20120131000000;0; ; ;02;01;03;Helipuerto
182;492;0;0615P;0;20120203000000;0; ; ;02;01;03;Helipuerto
183;493;0;0615P;0;20120320000000;0; ; ;02;01;03;Helipuerto
184;494;0;0615P;0;20120203000000;0; ; ;02;01;03;Helipuerto
185;495;0;0615P;0;20120131000000;0; ; ;02;01;03;Helipuerto
186;496;0;0615P;0;20120320000000;0; ; ;02;01;03;Helipuerto
187;497;0;0615P;0;20120131000000;0; ; ;02;01;03;Helipuerto
188;498;0;0615P;0;20120321000000;0; ; ;02;01;03;Helipuerto
189;499;0;0615P;0;20120131000000;0; ; ;02;01;03;Helipuerto
190;500;0;0615P;0;20120203000000;0; ; ;02;01;03;Helipuerto
191;501;0;0615P;0;20130221000000;40; ; ;02;01;02;Aeródromo de Carretera de las Alcantarillas
192;502;0;0615P;0;20130404000000;5; ; ;03;01;02;Aeródromo de Tablada(abandonado)
193;503;0;0615P;0;20130504000000;19; ; ;02;01;02;Aeródromo de Lebrija
194;504;0;0615P;0;20130504000000;0; ; ;03;01;03;Helipuerto de El Copero
195;505;0;0615P;0;20130504000000;0; ; ;02;01;03;Helipuerto de Expo'92
196;506;0;0615P;0;20130504000000;15; ; ;02;01;02;Aeródromo de Guillena
197;507;0;0615P;0;20130504000000;47; ; ;02;01;02;Aeródromo de Alcalá del Río
198;508;0;0615P;0;20130504000000;51; ; ;02;01;02;Aeródromo de Mairena del Alcor
199;509;0;0615P;0;20121025000000;243; ; ;02;01;02;Aeródromo del Manantío
200;510;0;0615P;0;20121025000000;232; ; ;02;01;02;Aeródromo
201;512;0;0615P;0;20121025000000;265; ; ;02;01;02;Aeródromo de Proserpina
202;513;0;0615P;0;20121025000000;542; ; ;02;01;02;Aeródromo
203;514;0;0615P;0;20120314000000;0; ; ;02;01;03;Helipuerto
204;516;0;0615P;0;20120316000000;0; ; ;02;01;03;Helipuerto
205;517;0;0615P;0;20120313000000;0; ; ;02;01;03;Helipuerto
206;606;0;0615P;0;20130306000000;0; ; ;02;01;03;Helipuerto
207;607;0;0615P;0;20130306000000;0; ; ;02;01;03;Helipuerto de Ceuta
208;608;0;0615P;0;20130306000000;0; ; ;02;01;03;Helipuerto de Ceuta
209;609;0;0615P;0;20130306000000;0; ; ;02;01;03;Helipuerto de Ceuta
210;610;0;0615P;0;20130306000000;0; ; ;02;01;03;Helipuerto
211;611;0;0615P;0;20140821101552;50;MLN;GEML;01;02;01;Aeropuerto de Melilla
212;612;0;0615P;0;20130620000000;24; ; ;03;01;03;Helipuerto Isla Isabel II
213;613;0;0615P;0;20130620000000;27; ; ;03;01;03;Helipuerto del Peñón de Alhucemas
214;614;0;0615P;0;20130620000000;72; ; ;03;01;03;Helipuerto del Peñón de Vélez de la Gomera
215;615;0;0615P;0;20120403000000;659; ; ;02;01;02;Aeródromo de La Mancha
216;618;0;0615P;0;20120403000000;684; ; ;02;01;02;Aeródromo de Lillo
217;624;0;0615P;0;20120218000000;0; ; ;02;01;03;Helipuerto
218;625;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
219;627;0;0615P;0;20120312000000;0; ; ;02;01;03;Helipuerto
220;628;0;0615P;0;20120312000000;0; ; ;02;01;03;Helipuerto
221;629;0;0615P;0;20120718000000;700; ; ;02;01;02;Aeródromo
222;630;0;0615P;0;20120718000000;721; ; ;02;01;02;Aeródromo
223;631;0;0615P;0;20120718000000;823; ; ;02;01;02;Aeródromo
224;632;0;0615P;0;20120928000000;0; ; ;02;01;03;Helipuerto
225;637;0;0615P;0;20140821084310;21;LEI;LEAM;01;02;01;Aeropuerto de Almería-LEAM
226;638;0;0615P;0;20140617000000;0; ; ;02;01;02;Aeródromo de Vera
227;639;0;0615P;0;20140617000000;16; ; ;02;01;02;Aeródromo de Garrucha
228;387;0;0615P;0;20140821085435;12;AGP;LEMG;01;03;01;Aeropuerto de Málaga
229;342;0;0615P;0;20140821084603;570;GRX;LEGR;01;02;01;Aeropuerto de Federico García Lorca
230;511;0;0615P;0;20140821084913;180;BJZ;LEBZ;01;02;01;Aeropuerto de Badajoz
231;527;0;0615P;0;20121227000000;30;LPA;GCLP;01;01;01;Aeropuerto de Gran Canaria
232;528;0;0615P;0;20121227000000;171; ; ;02;01;02;Aeródromo El Jarde
233;529;0;0615P;0;20121227000000;23;FUE;GCFV;01;01;01;Aeropuerto de Fuerteventura
234;530;0;0615P;0;20121227000000;19;ACE;GCRR;01;01;01;Aeropuerto de Lanzarote
235;531;0;0615P;0;20121227000000;7;GMZ;GCLB;02;01;02;Aeródromo de El Berriel
236;532;0;0615P;0;20120411000000;0; ; ;02;01;03;Helipuerto
237;533;0;0615P;0;20120411000000;0; ; ;02;01;03;Helipuerto
238;534;0;0615P;0;20120411000000;0; ; ;02;01;03;Helipuerto
239;535;0;0615P;0;20120411000000;0; ; ;02;01;03;Helipuerto
240;536;0;0615P;0;20120413000000;0; ; ;02;01;03;Helipuerto
241;537;0;0615P;0;20130205000000;0; ; ;02;01;03;Helipuerto
242;538;0;0615P;0;20130215000000;0; ; ;02;01;03;Helipuerto
243;539;0;0615P;0;20130218000000;0; ; ;02;01;03;Helipuerto
244;540;0;0615P;0;20130218000000;0; ; ;02;01;03;Helipuerto
245;541;0;0615P;0;20130218000000;0; ; ;02;01;03;Helipuerto
246;542;0;0615P;0;20130219000000;0; ; ;02;01;03;Helipuerto
247;543;0;0615P;0;20130222000000;0; ; ;02;01;03;Helipuerto
248;544;0;0615P;0;20130130000000;29;VDE;GCHI;01;01;01;Aeropuerto de El Hierro
249;545;0;0615P;0;20130130000000;218;GMZ;GCGM;01;01;01;Aeropuerto de La Gomera
250;546;0;0615P;0;20130130000000;24;SPC;GCLA;01;01;01;Aeropuerto de La Palma
251;547;0;0615P;0;20130130000000;73;TFS;GCTS;01;01;01;Aeropuerto de Tenerife Sur
252;548;0;0615P;0;20130130000000;622;TFN;GCXO;01;01;01;Aeropuerto de Tenerife Norte
253;549;0;0615P;0;20120409000000;0; ; ;02;01;03;Helipuerto
254;550;0;0615P;0;20120409000000;0; ; ;02;01;03;Helipuerto
255;551;0;0615P;0;20120412000000;0; ; ;02;01;03;Helipuerto
256;552;0;0615P;0;20120412000000;0; ; ;02;01;03;Helipuerto
257;553;0;0615P;0;20120412000000;0; ; ;02;01;03;Helipuerto
258;554;0;0615P;0;20120329000000;0; ; ;02;01;03;Helipuerto
259;555;0;0615P;0;20120412000000;0; ; ;02;01;03;Helipuerto
260;556;0;0615P;0;20120412000000;0; ; ;02;01;03;Helipuerto
261;557;0;0615P;0;20120411000000;0; ; ;02;01;03;Helipuerto
262;558;0;0615P;0;20120411000000;0; ; ;02;01;03;Helipuerto
263;559;0;0615P;0;20120409000000;0; ; ;02;01;03;Helipuerto
264;560;0;0615P;0;20130313000000;0; ; ;02;01;03;Helipuerto
265;561;0;0615P;0;20130413000000;0; ; ;02;01;03;Helipuerto de HOSPITAL UNIVERSITARIO DE CANARIAS
266;562;0;0615P;0;20130424000000;255; ; ;02;01;02;Club de Parapente Güímar
267;40;0;0615P;0;20120919000000;616; ;LEGT;03;01;01;Aeropuerto de Base Aérea de Getafe
268;41;0;0615P;0;20120919000000;687;MCV;LECU;01;01;01;Aeropuerto de Madrid-Cuatro Vientos
269;43;0;0615P;0;20120919000000;602;TOJ;LETO;01;01;01;Aeropuerto de Madrid-Torrejón
270;44;0;0615P;0;20120919000000;994; ; ;03;01;03;Aeródromo de Base de Helicópteros (FAMET)
271;45;0;0615P;0;20111129000000;0; ; ;02;01;03;Helipuerto
272;46;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
273;47;0;0615P;0;20120308000000;0; ; ;02;01;03;Helipuerto
274;48;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
275;49;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
276;50;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
277;51;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
278;52;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
279;53;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
280;54;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
281;55;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
282;56;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
283;57;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
284;58;0;0615P;0;20121023000000;0; ; ;02;01;03;Helipuerto
285;59;0;0615P;0;20121024000000;0; ; ;02;01;03;Helipuerto
286;60;0;0615P;0;20121025000000;0; ; ;02;01;03;Helipuerto
287;61;0;0615P;0;20121102000000;785; ; ;02;01;03;Helipuerto civil de Navalagamella
288;62;0;0615P;0;20121106000000;0; ; ;02;01;03;Helipuerto
289;63;0;0615P;0;20121106000000;0; ; ;02;01;03;Helipuerto
290;64;0;0615P;0;20121106000000;0; ; ;02;01;03;Helipuerto
291;65;0;0615P;0;20121113000000;0; ; ;02;01;03;Helipuerto
292;66;0;0615P;0;20121113000000;0; ; ;02;01;03;Helipuerto
293;67;0;0615P;0;20121114000000;0; ; ;02;01;03;Helipuerto
294;68;0;0615P;0;20121115000000;0; ; ;02;01;03;Helipuerto
295;69;0;0615P;0;20121115000000;0; ; ;02;01;03;Helipuerto
296;70;0;0615P;0;20121115000000;0; ; ;02;01;03;Helipuerto
297;71;0;0615P;0;20121115000000;0; ; ;02;01;03;Helipuerto
298;72;0;0615P;0;20121116000000;0; ; ;02;01;03;Helipuerto
299;73;0;0615P;0;20121116000000;0; ; ;02;01;03;Helipuerto
300;74;0;0615P;0;20121116000000;0; ; ;02;01;03;Helipuerto
301;75;0;0615P;0;20121116000000;0; ; ;02;01;03;Helipuerto
302;76;0;0615P;0;20121127000000;0; ; ;02;01;03;Helipuerto
303;77;0;0615P;0;20121127000000;0; ; ;02;01;03;Helipuerto
304;78;0;0615P;0;20121204000000;0; ; ;02;01;03;Helipuerto
305;79;0;0615P;0;20121207000000;0; ; ;02;01;03;Helipuerto
306;80;0;0615P;0;20121207000000;0; ; ;02;01;03;Helipuerto
307;81;0;0615P;0;20121212000000;0; ; ;02;01;03;Helipuerto
308;83;0;0615P;0;20130204000000;626; ; ;02;01;02;Aeroclub de El Molar
309;84;0;0615P;0;20130204000000;622; ; ;02;01;02;Aeródromo de Brunete
310;85;0;0615P;0;20130204000000;839; ; ;02;01;02;Aeroclub de Guadalix de la Sierra
311;86;0;0615P;0;20130204000000;0; ; ;02;01;03;Helipuerto Torre Picasso
312;87;0;0615P;0;20130204000000;672; ; ;02;01;02;Aeródromo Villanueva del Pardillo
313;88;0;0615P;0;20130204000000;638; ; ;02;01;02;Aeródromo Villanueva de la Cañada
314;89;0;0615P;0;20120509000000;350;RJL;LERJ;01;01;01;Aeropuerto de Logroño-Agoncillo
315;90;0;0615P;0;20121001000000;484; ; ;02;01;02;Pista de Aterrizaje de Ultraligeros
316;91;0;0615P;0;20120829000000;621; ; ;02;01;02;Aeródromo de San Torcuato
317;92;0;0615P;0;20140821084215;506;VIT;LEVT;01;02;01;Aeropuerto de Foronda/Forondako Aireportua
318;93;0;0615P;0;20120214000000;0; ; ;02;01;03;Helipuerto/Heliportua
319;94;0;0615P;0;20120213000000;0; ; ;02;01;03;Helipuerto/Heliportu
320;95;0;0615P;0;20130208000000;0; ; ;02;01;03;Helipuerto
321;96;0;0615P;0;20140821085410;44;BIO;LEBB;01;03;01;Aeropuerto de Bilbao/Bilbaoko Aireportua
322;97;0;0615P;0;20121105000000;0; ; ;02;01;03;Helipuerto/Heliportua
323;99;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto/Heliportua
324;100;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto/Heliportua
325;101;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto/Heliportua
326;106;0;0615P;0;20121117000000;0; ; ;02;01;03;Helipuerto
327;107;0;0615P;0;20120514000000;925; ;LEJO;02;01;02;Aeródromo de Madrigalejo del Monte
328;108;0;0615P;0;20140821084525;898;RGS;LEBG;01;02;01;Aeropuerto de Burgos
329;109;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
330;110;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
331;111;0;0615P;0;20120217000000;0; ; ;02;01;03;Helipuerto de Cubillas
332;112;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
333;113;0;0615P;0;20120220000000;0; ; ;02;01;03;Helipuerto
334;114;0;0615P;0;20120830000000;717; ; ;02;01;02;Aeródromo de Villalambrús de Losa
335;115;0;0615P;0;20120808000000;1021; ;LEGY;02;01;01;Aeropuerto de Garray
336;116;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto
337;117;0;0615P;0;20120131000000;0; ; ;02;01;03;Helipuerto
338;199;0;0615P;0;20120216000000;949; ;LERM;02;01;02;Aeródromo de Robledillo de Mohernando
339;200;0;0615P;59924;20070312000000;1126; ; ;02;01;02;Aeródromo Servicio Forestal
340;201;0;0615P;0;20111215000000;0; ; ;02;01;03;Helipuerto
341;202;0;0615P;0;20111025000000;0; ; ;02;01;03;Helipuerto
342;203;0;0615P;0;20120620000000;1124; ; ;01;01;02;Aeródromo de Sigüenza
343;204;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
344;205;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
345;206;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
346;207;0;0615P;0;20120620000000;845; ; ;02;01;02;Pista de Aeromodelismo asfaltada
347;208;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
348;209;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
349;211;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
350;212;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
351;213;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
352;214;0;0615P;0;20120620000000;0; ; ;01;01;03;Helipuerto
353;215;0;0615P;0;20110303000000;964; ;LESS;02;01;02;Aeródromo de Sotos
354;217;0;0615P;0;20111007000000;0; ; ;02;01;03;Helipuerto
355;218;0;0615P;0;20110929000000;0; ; ;02;01;03;Helipuerto
356;219;0;0615P;0;20110929000000;0; ; ;02;01;03;Helipuerto
357;223;0;0615P;0;20120620000000;1379; ; ;02;01;02;Aeródromo
358;228;0;0615P;0;20120623000000;0; ; ;02;01;03;Helipuerto
359;231;0;0615P;0;20120802000000;0; ; ;02;01;03;Helipuerto
360;232;0;0615P;0;20120802000000;0; ; ;02;01;03;Helipuerto
361;234;0;0615P;0;20110929000000;0; ; ;02;01;03;Helipuerto
362;238;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
363;239;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
364;240;0;0615P;0;20130312000000;282; ; ;02;01;02;Aeródromo de Coria
365;245;0;0615P;0;20130315000000;0; ; ;02;01;03;Helipuerto
366;246;0;0615P;0;20130322000000;246; ; ;02;01;02;Aeródromo de Casatejada
367;247;0;0615P;0;20120814000000;1117; ; ;02;01;02;Aeródromo de Castellanos-Villacastín
368;248;0;0615P;0;20120814000000;1014; ; ;02;01;02;Aeródromo de Fuentemilanos
369;249;0;0615P;0;20120814000000;1114; ; ;02;01;02;Aeródromo de Santo Tomé del Puerto
370;250;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
371;251;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
372;252;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
373;253;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
374;254;0;0615P;0;20120903000000;1031; ; ;02;01;02;Aeródromo de Campolara
375;255;0;0615P;0;20120903000000;936; ; ;02;01;02;Aeródromo de Marugán
376;256;0;0615P;0;20130117000000;1001; ; ;02;01;02;Aeródromo de Las Navas
377;257;0;0615P;0;20130201000000;1170; ; ;02;01;02;Aeroclub de Arcones
378;258;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
379;259;0;0615P;0;20120725000000;984; ; ;02;01;02;Aeródromo de Prádanos de Ojeda
380;260;0;0615P;0;20130204000000;820; ; ;02;01;02;Aeródromo de Villoldo
381;261;0;0615P;0;20130204000000;902; ; ;02;01;02;Aeródromo Herrera de Pisuerga
382;262;0;0615P;0;20130205000000;978; ; ;02;01;02;Aeródromo de Cillamayor
383;263;0;0615P;0;20120822000000;700; ; ;02;01;02;Aeródromo de Matilla
384;264;0;0615P;67312;20120822000000;707; ; ;02;01;02;Aeródromo de Mojados
385;265;0;0615P;0;20140821084723;844;VLL;LEVD;01;02;01;Aeropuerto de Valladolid
386;266;0;0615P;0;20120822000000;851; ; ;02;01;02;Aeródromo de El Carrascal
387;267;0;0615P;0;20121227000000;739; ; ;02;01;02;Aeródromo de Alcazarén
388;268;0;0615P;0;20130121000000;850; ; ;02;01;02;Aeródromo de Torozos
389;269;0;0615P;0;20130125000000;833; ; ;02;01;02;Aeródromo de Ultraligeros
390;271;0;0615P;0;20120307000000;0; ; ;02;01;03;Helipuerto
391;272;0;0615P;0;20130212000000;1081; ; ;02;01;02;Aeroclub Valle Amblés
392;285;0;0615P;0;20120220000000;0; ; ;02;01;03;Helipuerto
393;286;0;0615P;0;20120301000000;0; ; ;02;01;03;Helipuerto
394;287;0;0615P;0;20120301000000;0; ; ;02;01;03;Helipuerto
395;288;0;0615P;0;20130131000000;741; ; ;02;01;02;Aeródromo de Navianos de Valverde
396;314;0;0615P;0;20140821084734;920;LEN;LELN;01;02;01;Aeropuerto de León
397;315;0;0615P;61220;20060727000000;862; ; ;02;01;02;Aeródromo
398;316;0;0615P;0;20120220000000;0; ; ;02;01;03;Helipuerto
399;317;0;0615P;0;20120220000000;0; ; ;02;01;03;Helipuerto
400;318;0;0615P;0;20120224000000;0; ; ;02;01;03;Helipuerto
401;319;0;0615P;0;20120220000000;0; ; ;02;01;03;Helipuerto
402;320;0;0615P;0;20121214000000;876; ; ;02;01;02;Aeródromo de Chozas
403;321;0;0615P;0;20140821084511;3;SDR;LEXJ;01;02;01;Aeropuerto de Santander
404;322;0;0615P;0;20130411000000;748; ; ;02;01;02;Aeródromo de Toxos
405;323;0;0615P;0;20130411000000;26; ; ;02;01;02;Aeródromo de Barcena de Cudón
406;324;0;0615P;0;20130411000000;45; ; ;02;01;02;Aeródromo de Cóbreces
407;518;0;0615P;0;20120220000000;0; ; ;02;01;03;Helipuerto
408;519;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
409;520;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
410;521;0;0615P;0;20120221000000;0; ; ;02;01;03;Helipuerto
411;522;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto
412;523;0;0615P;0;20120221000000;0; ; ;02;01;03;Helipuerto de la Base de Laza
413;524;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto Base del Xurés
414;525;0;0615P;0;20120221000000;0; ; ;02;01;03;Helipuerto
415;526;0;0615P;0;20130306000000;787; ;LEBI;01;01;02;Aeródromo de Beariz
416;563;0;0615P;0;20070601000000;339; ; ;02;01;02;Aeródromo
417;564;0;0615P;0;20140821084927;252;VGO;LEVX;01;02;01;Aeropuerto de Vigo
418;565;0;0615P;0;20120223000000;0; ; ;02;01;03;Helipuerto
419;566;0;0615P;0;20120223000000;0; ; ;02;01;03;Helipuerto
420;567;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
421;568;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
422;569;0;0615P;0;20120302000000;0; ; ;02;01;03;Helipuerto
423;570;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
424;571;0;0615P;0;20140821084943;363;SCQ;LEST;01;02;01;Aeropuerto de Santiago de Compostela
425;572;0;0615P;0;20140821084950;95;LCG;LECO;01;02;01;Aeropuerto de A Coruña
426;573;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
427;574;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
428;575;0;0615P;0;20120224000000;0; ; ;02;01;03;Helipuerto
429;576;0;0615P;0;20120224000000;0; ; ;02;01;03;Helipuerto
430;577;0;0615P;0;20120224000000;0; ; ;02;01;03;Helipuerto
431;578;0;0615P;0;20120223000000;0; ; ;02;01;03;Helipuerto
432;579;0;0615P;0;20120228000000;0; ; ;02;01;03;Helipuerto
433;580;0;0615P;0;20120223000000;0; ; ;02;01;03;Helipuerto
434;581;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto
435;582;0;0615P;0;20120223000000;0; ; ;02;01;03;Helipuerto
436;583;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto
437;584;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto
438;585;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto
439;586;0;0615P;0;20130604000000;289; ; ;02;01;02;Aeródromo de Fervenza
440;587;0;0615P;0;20130604000000;367; ; ;02;01;02;Aeródromo de Santa Comba
441;588;0;0615P;25562;20060810000000;434; ; ;02;01;02;Aeródromo de Rozas
442;589;0;0615P;24511;20060810000000;25; ; ;02;01;02;Aeródromo de Villaframil
443;590;0;0615P;0;20120220000000;0; ; ;02;01;03;Helipuerto
444;591;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto
445;592;0;0615P;0;20120221000000;0; ; ;02;01;03;Helipuerto
446;593;0;0615P;0;20120222000000;0; ; ;02;01;03;Helipuerto
447;594;0;0615P;0;20130517000000;328; ; ;02;01;02;Aeródromo de Monforte de Lemos
448;595;0;0615P;0;20130517000000;0; ; ;02;01;03;Helipuerto de Viveiro-Celeiro
449;597;0;0615P;0;20130206000000;160; ; ;02;01;02;Aeródromo de La Morgal
450;598;0;0615P;0;20120223000000;0; ; ;02;01;03;Helipuerto
451;599;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto
452;600;0;0615P;0;20120217000000;0; ; ;02;01;03;Helipuerto de Tineo
453;601;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto
454;602;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto
455;603;0;0615P;0;20130218000000;681; ;LETN;02;01;02;Aeródromo de La Curiscada
456;604;0;0615P;0;20130410000000;0; ; ;02;01;03;Helipuerto
457;605;0;0615P;0;20130425000000;0; ; ;02;01;03;Helipuerto
458;616;0;0615P;0;20120403000000;421; ; ;02;01;02;Aeródromo de El Tiétar
459;617;0;0615P;0;20120403000000;731; ; ;02;01;02;Aeródromo de Ocaña
460;619;0;0615P;0;20111122000000;0; ; ;02;01;03;Helipuerto
461;620;0;0615P;0;20111129000000;0; ; ;02;01;03;Helipuerto
462;621;0;0615P;0;20111212000000;0; ; ;02;01;03;Helipuerto
463;622;0;0615P;0;20120216000000;0; ; ;02;01;03;Helipuerto
464;623;0;0615P;0;20120217000000;0; ; ;02;01;03;Helipuerto
465;626;0;0615P;0;20120305000000;625; ; ;02;01;02;Aeródromo de Casarrubios del Monte
466;42;0;0615P;0;20140821085419;595;MAD;LEMD;01;03;01;Aeropuerto de Adolfo Suárez Madrid-Barajas
467;98;0;0615P;0;20140821084119;3;EAS;LESO;01;02;01;Aeropuerto de San Sebastián/Donostiako Aireportua
468;270;0;0615P;0;20140821084712;791;SLM;LESA;01;02;01;Aeropuerto de Salamanca
469;596;0;0615P;0;20140821084802;126;OVD;LEAS;01;02;01;Aeropuerto de Asturias
470;2;0;0615P;0;20110224000000;0; ;LEBP;02;01;03;Helipuerto de la Refinería de BP
471;3;0;0615P;0;20110224000000;0; ;LECN;02;01;03;Helipuerto de Castellón
472;4;0;0615P;0;20120215000000;345;CDT;LECS;01;01;01;Aeropuerto de Castellón
473;5;0;0615P;0;20120421000000;1133; ; ;02;01;02;Aeródromo de la Pista Forestal de Vistabella del Maestrazgo
474;6;0;0615P;0;20120421000000;1; ; ;02;01;02;Aeródromo de la Llosa
475;7;0;0615P;0;20150520102515;115; ;LEVN;02;01;01;Aeroport de Vinaròs
